taxID,Organism
262727,Haemophilus influenzae R2846
262728,Haemophilus influenzae R2866
264198,Cupriavidus pinatubonensis JMP134
264199,Streptococcus thermophilus LMG 18311
264731,Xylanibacter ruminicola 23
266264,Cupriavidus metallidurans CH34
267363,Levilactobacillus zymae
267747,Cutibacterium acnes KPA171202
269673,Sporolactobacillus terrae
269800,Thermobifida fusca YX
270351,Methylobacterium aquaticum
271881,Lactiplantibacillus argentoratensis
272556,Aggregatibacter actinomycetemcomitans HK1651
272558,Halalkalibacterium halodurans C-125
272559,Bacteroides fragilis NCTC 9343
272563,Clostridioides difficile 630
272621,Lactobacillus acidophilus NCFM
272622,Lactococcus cremoris subsp. cremoris SK11
272623,Lactococcus lactis subsp. lactis Il1403
272626,Listeria innocua Clip11262
272630,Methylorubrum extorquens AM1
273036,Staphylococcus aureus RF122
273384,Brevibacterium aurantiacum
273526,Serratia marcescens subsp. marcescens Db11
273677,Microbacterium oleivorans
278137,Mycolicibacterium gilvum Spyr1
278197,Pediococcus pentosaceus ATCC 25745
279281,Lactobacillus phage phiAT3
279808,Staphylococcus haemolyticus JCSC1435
281310,Haemophilus influenzae 86-028NP
283686,Kosakonia radicincitans
283734,Staphylococcus pseudintermedius
286636,Streptococcus pyogenes MGAS10394
286782,Salmonella enterica subsp. enterica serovar Stanleyville
286783,Salmonella enterica subsp. enterica serovar Indiana
287412,Skunavirus Sl4
290335,Tetragenococcus koreensis
290338,Citrobacter koseri ATCC BAA-895
292459,Symbiobacterium thermophilum IAM 14863
292800,Flavonifractor plautii
292913,Sphingopyxis sp. 113P3
293387,Bacillus altitudinis
293826,Alkaliphilus metalliredigens QYMF
294699,Anoxybacillus amylolyticus
295319,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
295405,Bacteroides fragilis YCH46
296842,Solidesulfovibrio carbinolicus
297352,Lactococcus piscium MKFS47
299766,Enterobacter hormaechei subsp. steigerwaltii
299767,Enterobacter ludwigii
299768,Streptococcus thermophilus CNRZ1066
300267,Shigella dysenteriae Sd197
300268,Shigella boydii Sb227
301102,Enterobacter hormaechei subsp. oharae
301105,Enterobacter hormaechei subsp. hormaechei
301301,Roseburia hominis
302911,Bifidobacterium animalis subsp. lactis
302912,Bifidobacterium animalis subsp. animalis
303541,Lactobacillus apis
304207,Schleiferilactobacillus harbinensis
306323,Brussowvirus bv2972
306537,Corynebacterium jeikeium K411
312285,Trueperella bialowiezensis
312306,Pseudomonas entomophila
313603,Maribacter sp. HTCC2170
314275,Alteromonas mediterranea
314315,Latilactobacillus sakei subsp. sakei 23K
314565,Xanthomonas campestris pv. campestris str. 8004
315405,Streptococcus gallolyticus
316385,Escherichia coli str. K-12 substr. DH10B
316401,Escherichia coli ETEC H10407
316435,Escherichia coli Nissle 1917
317655,Sphingopyxis alaskensis RB2256
318167,Shewanella frigidimarina NCIMB 400
319795,Deinococcus geothermalis DSM 11300
320787,Cyclobacterium amurskyense
320831,Staphylococcus phage PT1028
320834,Dubowvirus dv69
320842,Phietavirus pv96
320847,Phietavirus pv52a
320848,Phietavirus pv88
320849,Phietavirus pv92
321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
321327,Synechococcus sp. JA-3-3Ab
321846,Pseudomonas simiae
321956,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
321967,Lacticaseibacillus paracasei ATCC 334
321983,Pseudoduganella albidiflava
322159,Streptococcus thermophilus LMD-9
322710,Azotobacter vinelandii DJ
323284,Alcaligenes aquatilis
324831,Lactobacillus gasseri ATCC 33323 = JCM 1131
326425,Lactobacillus helveticus CNRZ32
326426,Bifidobacterium breve UCC2003
327575,Capnocytophaga leadbetteri
329854,Bacteroides intestinalis
330214,Nitrospira defluvii
330922,Psychrobacter cryohalolentis
331111,Escherichia coli O139:H28 str. E24377A
331112,Escherichia coli HS
331271,Burkholderia orbicola AU 1054
331272,Burkholderia cenocepacia HI2424
332101,Clostridium drakei
333849,Enterococcus faecium DO
333962,Providencia heimbachae
334390,Limosilactobacillus fermentum IFO 3956
334413,Finegoldia magna ATCC 29328
334542,Rhodococcus qingshengii
335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
335543,Syntrophobacter fumaroxidans MPOB
337330,Lactiplantibacillus plantarum subsp. plantarum
338966,Pelobacter propionicus DSM 2379
339860,Methanosphaera stadtmanae DSM 3091
340146,Exiguobacterium mexicanum
340184,Escherichia coli B7A
340188,Salmonella enterica subsp. enterica serovar Cerro
340189,Salmonella enterica subsp. enterica serovar Manhattan
342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
342616,Streptococcus agalactiae COH1
343509,Sodalis glossinidius str. 'morsitans'
343516,Escherichia phage phiV10
344022,Vectrevirus K1E
344609,Shigella boydii CDC 3083-94
345219,Heyndrickxia coagulans 36D1
347253,Streptococcus salivarius JIM8777
347329,Pseudomonas phage F8
347495,Bacillus cereus F837/76
347534,Zobellella denitrificans
348058,Salmonella phage epsilon34
349519,Leuconostoc citreum KM20
349741,Akkermansia muciniphila ATCC BAA-835
350054,Mycolicibacterium gilvum PYR-GCK
351348,Marinobacter nauticus VT8
351745,Shewanella sp. W3-18-1
351746,Pseudomonas putida F1
353496,Lactobacillus delbrueckii subsp. bulgaricus 2038
354242,Campylobacter jejuni subsp. jejuni 81-176
357276,Phocaeicola dorei
357809,Lachnoclostridium phytofermentans ISDg
358220,Acidovorax sp. KKS102
360104,Campylobacter concisus 13826
360105,Campylobacter curvus 525.92
360107,Campylobacter hominis ATCC BAA-381
360398,Staphylococcus phage phiPVL108
360911,Exiguobacterium sp. AT1b
361100,Bacillus cereus Q1
361101,Streptococcus pseudoporcinus
362663,Escherichia coli 536
362948,Ligilactobacillus salivarius UCC118
363253,Lawsonia intracellularis PHE/MN1-00
363555,Lactobacillus phage KC5a
363952,Comamonas thiooxydans
364106,Escherichia coli UTI89
365659,Streptococcus mitis B6
367928,Bifidobacterium adolescentis ATCC 15703
370554,Streptococcus pyogenes MGAS10750
371142,Sphingobacterium daejeonense
371601,Bacteroides xylanisolvens
373045,Escherichia coli O111:NM
373384,Shigella flexneri 5 str. 8401
374606,Aminobacter sp. MSH1
374833,Neisseria meningitidis 053442
374923,Shigella flexneri 1a
375175,Loigolactobacillus backii
375286,Janthinobacterium sp. Marseille
376686,Flavobacterium johnsoniae UW101
376725,Escherichia coli O103:H2
378753,Kocuria rhizophila DC2201
379329,Stx2-converting phage 86
379501,Phietavirus MR11
379731,Stutzerimonas stutzeri A1501
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966
381754,Pseudomonas aeruginosa PA7
382245,Aeromonas salmonicida subsp. salmonicida A449
386891,Moraxella bovoculi
387344,Levilactobacillus brevis ATCC 367
387909,Staphylococcus phage phiNM3
387910,Phietavirus NM4
388919,Streptococcus sanguinis SK36
388950,Pontibacter akesuensis
390235,Pseudomonas putida W619
390333,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
391008,Stenotrophomonas maltophilia R551-3
391774,Nitratidesulfovibrio vulgaris DP4
391904,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
391936,Isoalcanivorax pacificus W11-5
392416,Companilactobacillus crustorum
393305,Yersinia enterocolitica subsp. enterocolitica 8081
393921,Porphyromonas crevioricanis
394221,Maricaulis maris MCS10
394503,Ruminiclostridium cellulolyticum H10
394958,Clostridium taeniosporum
395960,Rhodopseudomonas palustris TIE-1
396513,Staphylococcus carnosus subsp. carnosus TM300
398527,Paraburkholderia phytofirmans PsJN
398578,Delftia acidovorans SPH-1
398580,Dinoroseobacter shibae DFL 12 = DSM 16493
399183,Escherichia phage V5
399497,Tessaracoccus flavescens
399726,Thermoanaerobacter sp. X514
399739,Pseudomonas mendocina ymp
399741,Serratia proteamaculans 568
399742,Enterobacter sp. 638
401472,Corynebacterium ureicelerivorans
401473,Bifidobacterium dentium Bd1
402626,Ralstonia pickettii 12J
402881,Parvibaculum lavamentivorans DS-1
404941,Mycobacteroides salmoniphilum
405440,Xylella fastidiosa M12
405531,Bacillus cereus G9842
405534,Bacillus cereus AH187
405535,Bacillus cereus AH820
405566,Lactobacillus helveticus DPC 4571
405955,Escherichia coli APEC O1
406818,Xenorhabdus bovienii SS-2004
407020,Sphingobium sp. MI1205
407035,Salinicoccus halodurans
409438,Escherichia coli SE11
411468,[Clostridium] scindens ATCC 35704
411470,Mediterraneibacter gnavus ATCC 29149
412694,Bacillus thuringiensis str. Al Hakam
413503,Cronobacter malonaticus
413997,Escherichia coli B str. REL606
414970,Enterobacteria phage cdtI
416870,Lactococcus cremoris subsp. cremoris MG1363
417368,Enterococcus thailandicus
418223,Methylobacterium phyllosphaerae
419257,Yersinia massiliensis
419475,Brucella pseudogrignonensis
419610,Methylorubrum extorquens PA1
420247,Methanobrevibacter smithii ATCC 35061
420662,Methylibium petroleiphilum PM1
420889,Lactococcus garvieae ATCC 49156
420890,Lactococcus garvieae Lg2
421000,Sulfitobacter donghicola
421525,Kaistella haifensis
423211,Streptococcus suis GZ1
423368,Salmonella enterica subsp. enterica serovar Newport str. SL254
424182,Rhizobium sp. IRBG74
424720,Shigella flexneri Y
426355,Methylobacterium radiotolerans JCM 2831
427140,Leuconostoc mesenteroides KFRI-MG
428406,Ralstonia pickettii 12D
431943,Clostridium kluyveri DSM 555
431946,Escherichia coli SE15
431947,Porphyromonas gingivalis ATCC 33277
432198,Escherichia phage HK106
432200,Escherichia phage HK542
432201,Escherichia phage HK544
435590,Phocaeicola vulgatus ATCC 8482
435591,Parabacteroides distasonis ATCC 8503
436113,Mycoplasma mycoides subsp. capri str. GM12
436515,Variovorax boronicumulans
436717,Acinetobacter oleivorans DR1
438780,Lactobacillus phage phiPYB5
439184,Escherichia coli RS218
439334,Mycobacterium avium subsp. hominissuis
439375,Brucella anthropi ATCC 49188
439843,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633
439855,Escherichia coli SMS-3-5
440085,Methylorubrum extorquens CM4
440524,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-"
441620,Methylorubrum populi BJ001
442493,Enterococcus phage EF24C
442563,Bifidobacterium animalis subsp. lactis AD011
443143,Geobacter sp. M18
443906,Clavibacter michiganensis subsp. michiganensis NCPPB 382
444444,Chelatococcus daeguensis
444450,Escherichia coli O157:H7 str. EC4115
445515,Staphylococcus phage tp310-1
445516,Staphylococcus phage tp310-2
446465,Brachybacterium faecium DSM 4810
446469,Sanguibacter keddieii DSM 10542
446860,Kocuria flava
448384,Escherichia phage Phi1
451709,Bacillus cereus 03BB108
452471,Candidatus Amoebophilus asiaticus 5a2
452662,Sphingobium indicum UT26S
454166,Salmonella enterica subsp. enterica serovar Agona str. SL483
454169,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476
457405,Fusobacterium animalis 7_1
458233,Macrococcoides caseolyticum JCSC5402
459845,Brussowvirus bv858
465515,Micrococcus luteus NCTC 2665
467705,Streptococcus gordonii str. Challis substr. CH1
468911,Liquorilactobacillus hordei
469378,Cryptobacterium curtum DSM 15641
469602,Fusobacterium vincentii 3_1_27
469604,Fusobacterium vincentii 3_1_36A2
469607,Fusobacterium animalis 4_8
469615,Fusobacterium gonidiaformans ATCC 25563
469616,Fusobacterium mortiferum ATCC 9817
469617,Fusobacterium ulcerans ATCC 49185
469618,Fusobacterium varium ATCC 27725
470934,Pantoea vagans
471855,Slackia heliotrinireducens DSM 20476
474186,Enterococcus faecalis OG1RF
476213,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594
478547,Campylobacter jejuni subsp. jejuni CG8421
478801,Kytococcus sedentarius DSM 20547
479436,Veillonella parvula DSM 2008
479437,Eggerthella lenta DSM 2243
481805,Escherichia coli ATCC 8739
482462,Mycobacterium dioxanotrophicus
482822,Escherichia phage DE3
482957,Burkholderia lata
483547,Geoalkalibacter subterraneus
483687,Salmonella enterica subsp. enterica serovar Concord
484020,Bifidobacterium bifidum BGN4
484021,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
484770,Pelosinus sp. UFO1
486410,Streptococcus dysgalactiae subsp. equisimilis GGS_124
487152,Dubowvirus MR25
487213,Streptococcus pneumoniae Taiwan19F-14
487214,Streptococcus pneumoniae Hungary19A-6
487215,Streptococcus pyogenes Alab49
487909,Xanthomonas translucens pv. undulosa
488142,Serratia sp. SCBI
488222,Streptococcus pneumoniae JJA
488223,Streptococcus pneumoniae P1031
488447,Burkholderia contaminans
489653,Neisseria lactamica 020-06
491077,Limosilactobacillus reuteri SD2112
491952,Marinomonas posidonica IVIA-Po-181
492670,Bacillus velezensis
493803,Merkel cell polyomavirus
494269,Skunavirus bibb29
496056,Anseongella ginsenosidimutans
496874,Lactobacillus phage Lrm1
497725,Kosakonia oryzae
498217,Edwardsiella tarda EIB202
498388,Escherichia coli C
498761,Heliomicrobium modesticaldum Ice1
500634,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
502558,Eggerthella sp. YY7918
504346,Pseudomonas phage PAJU2
511062,Oceanimonas sp. GK1
511145,Escherichia coli str. K-12 substr. MG1655
511435,Candidatus Azobacteroides pseudotrichonymphae
511437,Lentilactobacillus buchneri NRRL B-30929
511691,Streptococcus mutans NN2025
511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
512566,Streptococcus pneumoniae G54
515619,Agathobacter rectalis ATCC 33656
515620,[Eubacterium] eligens ATCC 27750
515622,Butyrivibrio proteoclasticus B316
516950,Streptococcus pneumoniae CGSP14
518634,Bifidobacterium breve DSM 20213 = JCM 1192
518635,Bifidobacterium angulatum DSM 20098 = JCM 7096
519441,Streptobacillus moniliformis DSM 12112
519472,Vagococcus teuberi
521095,Lancefieldella parvula DSM 20469
521097,Capnocytophaga ochracea DSM 7271
521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
522373,Stenotrophomonas maltophilia K279a
522484,Campylobacter avium LMG 24591
523794,Leptotrichia buccalis C-1013-b
525146,Desulfovibrio desulfuricans ATCC 27774
525283,Fusobacterium nucleatum subsp. nucleatum ATCC 23726
525284,Gardnerella vaginalis ATCC 14019
525326,Lactobacillus paragasseri JV-V03
525381,Streptococcus pneumoniae TCH8431/19A
525903,Thermanaerovibrio acidaminovorans DSM 6589
525919,Anaerococcus prevotii DSM 20548
526224,Brachyspira murdochii DSM 12563
526226,Gordonia bronchialis DSM 43247
526227,Allomeiothermus silvanus DSM 9946
526944,Tetragenococcus osmophilus
527001,Salmonella enterica subsp. enterica serovar Typhi str. Ty21a
529507,Proteus mirabilis HI4320
529884,Rhodoluna lacicola
532077,Klebsiella phage K11
535289,[Acidovorax] ebreus TPSY
536227,Clostridium carboxidivorans P7
536231,Roseburia intestinalis L1-82
536441,Chryseobacterium taklimakanense
537007,Blautia hansenii DSM 20583
537457,Actinobacillus pleuropneumoniae serovar 7 str. AP76
537874,Streptococcus phage PH15
537973,Lacticaseibacillus paracasei subsp. paracasei 8700:2
538398,Pseudomonas phage PB1
538966,Dyadobacter sp. 32
543728,Variovorax paradoxus S110
543734,Lacticaseibacillus casei BL23
543913,beta proteobacterium CB
544404,Escherichia coli O157:H7 str. TW14359
544580,Actinomyces oris
546263,Neisseria elongata subsp. glycolytica ATCC 29315
546269,Filifactor alocis ATCC 35896
546271,Selenomonas sputigena ATCC 35185
546367,Hafnia paralvei
547043,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
548476,Corynebacterium aurimucosum ATCC 700975
548479,Mobiluncus curtisii ATCC 43063
549445,Pseudomonas phage LBL3
549446,Pseudomonas phage LMA2
552811,Dehalogenimonas lykanthroporepellens BL-DC-9
553174,Prevotella melaninogenica ATCC 25845
553190,Gardnerella vaginalis 409-05
553199,Cutibacterium acnes SK137
553510,Streptomyces gilvosporeus
553814,Acidovorax carolinensis
553973,[Clostridium] hylemonae DSM 15053
554290,Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601
554406,Leptotrichia hongkongensis
556054,Polynucleobacter difficilis
556269,Oxalobacter formigenes OXCC13
556499,Propionibacterium acidifaciens
557433,Limosilactobacillus reuteri subsp. reuteri JCM 1112
557436,Limosilactobacillus reuteri subsp. reuteri
557599,Mycobacterium kansasii ATCC 12478
557722,Pseudomonas aeruginosa LESB58
558173,Corynebacterium doosanense CAU 212 = DSM 45436
561231,Pectobacterium parmentieri WPP163
561276,Streptococcus pneumoniae ATCC 700669
561879,Bacillus safensis
563769,Stx2-converting phage 1717
564886,Enterobacteria phage YYZ-2008
565040,Bifidobacterium longum subsp. infantis 157F
565042,Bifidobacterium longum subsp. longum JCM 1217
565651,Enterococcus faecalis ARO1/DG
565655,Enterococcus casseliflavus EC20
566546,Escherichia coli W
566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
568704,Lacticaseibacillus rhamnosus Lc 705
568768,Dickeya poaceiphila
568813,Streptococcus suis SC84
568814,Streptococcus suis BM407
568816,Acidaminococcus intestini RyC-MR95
569579,Escherichia coli NU14
571256,Brucella pituitosa
572477,Allochromatium vinosum DSM 180
572479,Halanaerobium praevalens DSM 2228
572545,Acetivibrio thermocellus DSM 2360
572547,Aminobacterium colombiense DSM 12261
573059,Nitratidesulfovibrio vulgaris RCH1
573061,Clostridium cellulovorans 743B
573062,Thermoanaerobacter sp. X513
573235,Escherichia coli O26:H11 str. 11368
574093,Streptococcus pneumoniae AP200
574521,Escherichia coli O127:H6 str. E2348/69
575614,Prevotella sp. oral taxon 299 str. F0039
576610,Polynucleobacter necessarius
576789,Escherichia phage JSE
577675,Escherichia coli O91:H21
580050,Bifidobacterium animalis subsp. lactis Bl-04
580340,Thermovirga lienii DSM 17291
581037,Pseudomonas phage 14-1
582382,Pseudomonas phage SN
583346,Clostridium kluyveri NBRC 12016
583355,Coraliomargarita akajimensis DSM 45221
585034,Escherichia coli IAI1
585035,Escherichia coli S88
585054,Escherichia fergusonii ATCC 35469
585055,Escherichia coli 55989
585057,Escherichia coli IAI39
585394,Roseburia hominis A2-183
585395,Escherichia coli O103:H2 str. 12009
585396,Escherichia coli O111:H- str. 11128
585528,Gardnerella vaginalis ATCC 14018 = JCM 11026
588932,Brevundimonas naejangsanensis
590745,Mus musculus mobilized endogenous polytropic provirus
591001,Acidaminococcus fermentans DSM 20731
591020,Shigella flexneri 2002017
591365,Streptococcus intermedius JTH08
591946,Escherichia coli LF82
592022,Priestia megaterium DSM 319
593588,Vibrio cholerae MJ-1236
593905,Salmonella enterica subsp. enterica serovar Corvallis
595495,Escherichia coli KO11FL
595537,Variovorax paradoxus EPS
596153,Alicycliphilus denitrificans BC
596154,Alicycliphilus denitrificans K601
610130,[Clostridium] saccharolyticum WM1
617121,Streptococcus dysgalactiae subsp. equisimilis RE378
617123,Lachnoanaerobaculum umeaense
621456,Sphingomonas melonis TY
622759,Zymomonas mobilis subsp. mobilis NCIMB 11163
626937,Christensenella minuta
626939,Phascolarctobacterium succinatutens YIT 12067
627087,Enterococcus phage EFAP-1
630588,Neisseria meningitidis alpha710
630626,Shimwellia blattae DSM 4481 = NBRC 105725
631220,Desulfovibrio sp. G11
633135,Moineauvirus Abc2
633147,Olsenella uli DSM 7084
633699,Lactobacillus johnsonii FI9785
634176,Aggregatibacter aphrophilus NJ8700
635013,Thermincola potens JR
637887,Acetivibrio thermocellus DSM 1313
637909,Streptococcus gallolyticus UCN34
637910,Citrobacter rodentium ICC168
637971,Levilactobacillus koreensis
639200,Sphaerotilus sulfidivorans
640081,Azospira oryzae PS
640131,Klebsiella variicola At-22
641147,Simonsiella muelleri ATCC 29453
642492,Cellulosilyticum lentocellum DSM 5427
643214,Mammaliicoccus stepanovicii
643562,Pseudodesulfovibrio aespoeensis Aspo-2
643674,Paenalcaligenes hominis
644007,Streptococcus phage PH10
644042,Lactiplantibacillus plantarum JDM1
644282,Desulfarculus baarsii DSM 2075
644284,Arcanobacterium haemolyticum DSM 20595
645127,Corynebacterium kroppenstedtii DSM 44385
645464,Campylobacter jejuni subsp. jejuni M1
645517,Paraurantiacibacter namhicola
645991,Syntrophobotulus glycolicus DSM 8271
646413,Streptococcus phage 5093
648757,Rhodomicrobium vannielii ATCC 17100
648995,Agrobacterium pusense
649196,Sphingobacterium hotanense
649716,Yersinia pestis Pestoides G
649743,Actinomyces sp. oral taxon 848 str. F0332
649756,Anaerostipes hadrus
655307,Neisseria sp. KEM232
655813,Streptococcus oralis ATCC 35037
655817,Escherichia coli ABU 83972
656519,Halanaerobium hydrogeniformans
660596,Pantoea stewartii subsp. stewartii DC283
662598,Neisseria meningitidis alpha14
662755,Corynebacterium resistens DSM 45100
663241,Enterococcus phage phiEf11
663278,Ethanoligenens harbinense YUAN-3
663954,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
665029,Erwinia amylovora CFBP1430
665033,Escherichia phage D108
665883,Skunavirus CB13
665884,Skunavirus CB14
665886,Skunavirus CB19
665887,Lactococcus phage CB20
665913,Mixta calida
667015,Phocaeicola salanitronis DSM 18170
667120,Edwardsiella anguillarum ET080813
668618,Staphylococcus phage P954
672190,Streptococcus suis 05HAS68
673372,Vibrio casei
673832,Enterococcus phage phiFL1A
673835,Enterococcus phage phiFL2A
673837,Enterococcus phage phiFL3A
673839,Enterococcus phage phiFL4A
674082,Klebsiella phage KP32
679935,Alistipes finegoldii DSM 17242
680646,Rothia mucilaginosa DY-18
682370,Brussowvirus ALQ132
682634,Serratia plymuthica 4Rx13
684738,Lactococcus lactis subsp. lactis KF147
685038,Escherichia coli O83:H1 str. NRG 857C
686597,Martelella sp. AD-3
693216,Cronobacter turicensis z3032
693444,Enterobacteriaceae bacterium strain FGI 57
693746,Oscillibacter valericigenes Sjm18-20
693979,Bacteroides helcogenes P 36-108
694427,Paludibacter propionicigenes WB4
694431,Desulfurella acetivorans A63
695562,Lactobacillus amylovorus GRL1118
696216,Streptococcus constellatus subsp. pharyngis C232
696406,Escherichia coli UMNK88
696749,Acinetobacter baumannii 1656-2
697283,Streptococcus pneumoniae gamPNI0373
697329,Ruminococcus albus 7 = DSM 20455
698737,Staphylococcus lugdunensis HKU09-01
698758,Amphibacillus xylanus NBRC 15112
698962,Corynebacterium diphtheriae 31A
698965,Corynebacterium diphtheriae CDCE 8392
698968,Corynebacterium diphtheriae HC02
698972,Corynebacterium diphtheriae INCA 402
699035,Clostridioides difficile M120
699246,Mageeibacillus indolicus UPII9-5
700015,Coriobacterium glomerans PW2
701177,Escherichia coli O55:H7 str. CB9615
701347,[Enterobacter] lignolyticus SCF1
701521,Pediococcus claussenii ATCC BAA-344
702459,Bifidobacterium bifidum PRL2010
702967,Corynebacterium sp. NML98-0116
703613,Bifidobacterium animalis subsp. animalis ATCC 25527
706191,Pantoea ananatis LMG 20103
706439,Actinomyces sp. oral taxon 171 str. F0337
707757,Klebsiella phage KP15
708126,Jeotgalibaca dankookensis
709991,Odoribacter splanchnicus DSM 20712
712122,Actinomyces sp. oral taxon 414
712270,Dietzia sp. oral taxon 368
712310,Haemophilus sp. oral taxon 036
712357,Leptotrichia sp. oral taxon 212
712368,Leptotrichia sp. oral taxon 498
712411,Olsenella sp. oral taxon 807
712538,Selenomonas sp. oral taxon 478
712633,Streptococcus sp. oral taxon 431
712710,Tannerella serpentiformis
712898,Pantoea vagans C9-1
712938,Limosilactobacillus fermentum CECT 5716
712991,Lachnospiraceae bacterium oral taxon 500
713030,Selenomonas sp. oral taxon 136
713059,Candidatus Saccharibacteria bacterium oral taxon 488
714313,Fructilactobacillus sanfranciscensis TMW 1.1304
714962,Escherichia coli IHE3034
716541,Enterobacter cloacae subsp. cloacae ATCC 13047
718274,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240
720554,Acetivibrio clariflavus DSM 19732
741093,Escherichia coli Xuzhou21
741155,Pseudomonas alcaliphila JAB1
742013,Delftia sp. Cs1-4
742729,Bifidobacterium animalis subsp. lactis Bi-07
742737,Hungatella hathewayi WAL-18680
743525,Thermus scotoductus SA-01
743972,Actinobacillus suis ATCC 33415
744872,Gracilinema caldarium DSM 7334
745156,Escherichia coli 1303
745310,Sphingomonas sp. MM-1
745776,Deinococcus gobiensis I-0
746361,Lactococcus cremoris subsp. cremoris NZ9000
749447,Pseudomonas phage JG024
749965,Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004
754093,Shigella dysenteriae 1617
754252,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
754345,Actinobacillus pleuropneumoniae serovar 8
754507,Aggregatibacter actinomycetemcomitans ANH9381
755731,Clostridium sp. BNL1100
756828,Bacillus sp. WP8
756892,Acinetobacter indicus
758831,Escherichia coli ECC-1470
759350,Bifidobacterium longum subsp. longum JDM301
759620,Weissella ceti
759913,Streptococcus dysgalactiae subsp. equisimilis AC-2713
759914,Brachyspira pilosicoli 95/1000
760570,Streptococcus parasanguinis ATCC 15912
762051,Leuconostoc kimchii IMSNU 11154
762376,Achromobacter xylosoxidans A8
762633,Thermus thermophilus SG0.5JP17-16
762948,Rothia dentocariosa ATCC 17931
762982,Paraprevotella xylaniphila YIT 11841
767029,Arachnia propionica F0230a
767031,Prevotella denticola F0289
767453,Limosilactobacillus fermentum F-6
767455,Lactobacillus delbrueckii subsp. bulgaricus ND02
767456,Lactobacillus helveticus H9
767462,Lactobacillus helveticus H10
767463,Streptococcus thermophilus ND03
767468,Lactiplantibacillus plantarum subsp. plantarum P-8
767817,Desulfoscipio gibsoniae DSM 7213
768486,Enterococcus hirae ATCC 9790
768704,Desulfosporosinus meridiei DSM 13257
794846,Sinorhizobium sp. CCBAU 05631
794903,Opitutaceae bacterium TAV5
795665,Hydrogenophaga sp. PBC
796733,Salmonella enterica subsp. enterica serovar Newport str. CVM 21550
798128,Thermus thermophilus JL-18
798300,Streptococcus pyogenes MGAS15252
857417,Janibacter indicus
858305,Salmonella enterica subsp. enterica serovar Newport str. CVM 22462
858306,Salmonella enterica subsp. enterica serovar Newport str. CVM N18486
858619,Corynebacterium variabile DSM 44702
859143,Cytobacillus kochii
860228,Capnocytophaga canimorsus Cc5
862962,Bacteroides fragilis 638R
862964,Haemophilus influenzae 10810
862965,Haemophilus parainfluenzae T3T1
862966,Streptococcus intermedius C270
862967,Streptococcus intermedius B196
862968,Streptococcus constellatus subsp. pharyngis C818
862969,Streptococcus constellatus subsp. pharyngis C1050
862970,Streptococcus anginosus C1051
862971,Streptococcus anginosus C238
863239,Corynebacterium nuruki S6-4
864564,Parascardovia denticolens DSM 10105 = JCM 12538
864828,Pseudoduganella umbonata
866777,Bifidobacterium breve ACS-071-V-Sch8b
866789,Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775
869209,Treponema succinifaciens DSM 2489
869212,Turneriella parva DSM 21527
869216,Streptococcus pneumoniae INV200
869269,Streptococcus pneumoniae INV104
869303,Streptococcus pneumoniae SPN034156
869309,Streptococcus pneumoniae SPNA45
869312,Streptococcus pneumoniae SPN033038
869729,Escherichia coli UM146
869816,Staphylococcus aureus subsp. aureus JKD6159
871585,Acinetobacter pittii PHEA-2
871738,Dehalobacter restrictus DSM 9455
871968,Desulfitobacterium metallireducens DSM 15288
874267,Staphylococcus phage phi5967PVL
876364,Cupriavidus sp. USMAA2-4
877468,Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1
879243,Porphyromonas asaccharolytica DSM 20707
879274,Shinella sp. HZN7
880073,Caldithrix abyssi DSM 13497
880074,Barnesiella viscericola DSM 18177
880633,Lactobacillus helveticus R0052
881260,Enterobacter bugandensis
883062,Bifidobacterium bifidum S17
885040,Enterobacter soli
885275,Escherichia coli str. 'clone D i14'
885276,Escherichia coli str. 'clone D i2'
887061,Methylovorus sp. MP688
888027,Lactobacillus delbrueckii subsp. lactis DSM 20072
