taxID,Organism
208479,Enterocloster bolteae
208962,Escherichia albertii
209053,Capnocytophaga sp. ChDC OS43
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2
210007,Streptococcus mutans UA159
211110,Streptococcus agalactiae NEM316
211968,Salmonella enterica subsp. enterica serovar Albany
213554,Halomonas campaniensis
213769,Skunavirus sv712
213775,Lactococcus virus jj50
214473,Staphylococcus nepalensis
215167,Triavirus tv3a
215689,Erwinia sp. Ejp617
216142,Pseudomonas rhizosphaerae
216592,Escherichia coli 042
216595,Pseudomonas fluorescens SBW25
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
216778,Stenotrophomonas rhizophila
216816,Bifidobacterium longum
218491,Pectobacterium atrosepticum SCRI1043
218493,Salmonella bongori NCTC 12419
218495,Streptococcus uberis 0140J
218496,Tropheryma whipplei TW08/27
219572,Pseudomonas antarctica
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18
220668,Lactiplantibacillus plantarum WCFS1
221027,Treponema putidum
221029,Enterobacteria phage ST104
222523,Bacillus cereus ATCC 10987
222805,Mycobacterium intracellulare subsp. chimaera
223283,Pseudomonas syringae pv. tomato str. DC3000
223967,Methylorubrum populi
224729,Salmonella enterica subsp. enterica serovar Java
225992,Comamonas kerstersii
226185,Enterococcus faecalis V583
226186,Bacteroides thetaiotaomicron VPI-5482
227940,Peduovirus L413C
228400,Histophilus somni 2336
228899,Peribacillus asahii
229193,Yersinia pestis biovar Microtus str. 91001
230089,Photorhabdus thracensis
230361,Methanobrevibacter millerae
231023,Pseudomonas putida ND6
232721,Acidovorax sp. JS42
234621,Rhodococcus erythropolis PR4
234831,Pseudoalteromonas sp. SM9913
236753,Fastidiosipila sanguinis
237258,Cloacibacterium normanense
237609,Pseudomonas alkylphenolica
239935,Akkermansia muciniphila
240427,Secundilactobacillus paracollinoides
242619,Porphyromonas gingivalis W83
243164,Dehalococcoides mccartyi 195
243275,Treponema denticola ATCC 35405
243899,endosymbiont 'TC1' of Trimyema compressum
244319,Escherichia coli O26:H11
244366,Klebsiella variicola
244566,Pseudomonas lurida
246194,Carboxydothermus hydrogenoformans Z-2901
246195,Dichelobacter nodosus VCS1703A
246198,Prevotella intermedia 17
246201,Streptococcus mitis NCTC 12261
246432,Staphylococcus equorum
246787,Bacteroides cellulosilyticus
248315,Veillonella rodentium
249188,Haemophilus pittmaniae
249265,Lactobacillus delbrueckii subsp. indicus
251221,Gloeobacter violaceus PCC 7421
251229,Chroococcidiopsis thermalis PCC 7203
253237,Pseudomonas sp. phDV1
253239,Ethanoligenens harbinense
253703,Paenibacillus antarcticus
254252,Lactococcus virus P2
255247,Fictibacillus arsenicus
255248,Leuconostoc garlicum
257314,Lactobacillus johnsonii NCC 533
259901,Biseptimavirus bv77
260554,Bacillus halotolerans
260678,Salmonella enterica subsp. enterica serovar Goldcoast
261164,Psychrobacter alimentarius
261726,Hapunavirus VP882
262727,Haemophilus influenzae R2846
262728,Haemophilus influenzae R2866
263819,Yersinia aleksiciae
264199,Streptococcus thermophilus LMG 18311
264697,Peribacillus muralis
264731,Xylanibacter ruminicola 23
265072,Methylobacillus flagellatus KT
267363,Levilactobacillus zymae
267747,Cutibacterium acnes KPA171202
269673,Sporolactobacillus terrae
269800,Thermobifida fusca YX
270351,Methylobacterium aquaticum
271881,Lactiplantibacillus argentoratensis
272556,Aggregatibacter actinomycetemcomitans HK1651
272558,Halalkalibacterium halodurans C-125
272559,Bacteroides fragilis NCTC 9343
272563,Clostridioides difficile 630
272622,Lactococcus cremoris subsp. cremoris SK11
272623,Lactococcus lactis subsp. lactis Il1403
272626,Listeria innocua Clip11262
272630,Methylorubrum extorquens AM1
272774,Halomonas alkaliphila
273384,Brevibacterium aurantiacum
273526,Serratia marcescens subsp. marcescens Db11
273677,Microbacterium oleivorans
278197,Pediococcus pentosaceus ATCC 25745
279006,Acinetobacter virus 133
279113,Collimonas pratensis
279281,Lactobacillus phage phiAT3
279808,Staphylococcus haemolyticus JCSC1435
280701,Hollowayvirus F116
281090,Leifsonia xyli subsp. xyli str. CTCB07
281310,Haemophilus influenzae 86-028NP
283686,Kosakonia radicincitans
283734,Staphylococcus pseudintermedius
286636,Streptococcus pyogenes MGAS10394
286782,Salmonella enterica subsp. enterica serovar Stanleyville
286783,Salmonella enterica subsp. enterica serovar Indiana
287412,Skunavirus Sl4
288000,Bradyrhizobium sp. BTAi1
290335,Tetragenococcus koreensis
290338,Citrobacter koseri ATCC BAA-895
290339,Cronobacter sakazakii ATCC BAA-894
290402,Clostridium beijerinckii NCIMB 8052
292459,Symbiobacterium thermophilum IAM 14863
292800,Flavonifractor plautii
293387,Bacillus altitudinis
293389,Bacillus aerophilus
293644,Salmonella phage SS3e
293826,Alkaliphilus metalliredigens QYMF
294671,Methanobrevibacter olleyae
294699,Anoxybacillus amylolyticus
295319,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
295405,Bacteroides fragilis YCH46
296842,Solidesulfovibrio carbinolicus
297352,Lactococcus piscium MKFS47
298386,Photobacterium profundum SS9
299766,Enterobacter hormaechei subsp. steigerwaltii
299767,Enterobacter ludwigii
299768,Streptococcus thermophilus CNRZ1066
300019,Microbacterium paludicola
300267,Shigella dysenteriae Sd197
300268,Shigella boydii Sb227
301102,Enterobacter hormaechei subsp. oharae
301105,Enterobacter hormaechei subsp. hormaechei
301301,Roseburia hominis
302167,Virgibacillus dokdonensis
302911,Bifidobacterium animalis subsp. lactis
302912,Bifidobacterium animalis subsp. animalis
303541,Lactobacillus apis
304207,Schleiferilactobacillus harbinensis
306323,Brussowvirus bv2972
306537,Corynebacterium jeikeium K411
307240,Bacillus phage GIL16c
312285,Trueperella bialowiezensis
314225,Erythrobacter litoralis HTCC2594
314315,Latilactobacillus sakei subsp. sakei 23K
314565,Xanthomonas campestris pv. campestris str. 8004
315358,Spiroplasma eriocheiris
315405,Streptococcus gallolyticus
315749,Bacillus cytotoxicus NVH 391-98
315750,Bacillus pumilus SAFR-032
316401,Escherichia coli ETEC H10407
316435,Escherichia coli Nissle 1917
317655,Sphingopyxis alaskensis RB2256
318167,Shewanella frigidimarina NCIMB 400
319224,Shewanella putrefaciens CN-32
320122,Lubbockvirus CD119
320844,Phietavirus pv71
320845,Phietavirus pv55
321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
321846,Pseudomonas simiae
321956,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
321967,Lacticaseibacillus paracasei ATCC 334
322159,Streptococcus thermophilus LMD-9
323284,Alcaligenes aquatilis
323450,Pontibacter actiniarum
324831,Lactobacillus gasseri ATCC 33323 = JCM 1131
325240,Shewanella baltica OS155
326037,Phietavirus ETA3
326425,Lactobacillus helveticus CNRZ32
326426,Bifidobacterium breve UCC2003
326442,Pseudoalteromonas translucida TAC125
327575,Capnocytophaga leadbetteri
329854,Bacteroides intestinalis
330922,Psychrobacter cryohalolentis
331111,Escherichia coli O139:H28 str. E24377A
331112,Escherichia coli HS
332101,Clostridium drakei
333759,human papillomavirus 10
333849,Enterococcus faecium DO
333962,Providencia heimbachae
334390,Limosilactobacillus fermentum IFO 3956
334406,Bacillus cereus NC7401
334413,Finegoldia magna ATCC 29328
334542,Rhodococcus qingshengii
335283,Nitrosomonas eutropha C91
335284,Psychrobacter cryohalolentis K5
335543,Syntrophobacter fumaroxidans MPOB
337330,Lactiplantibacillus plantarum subsp. plantarum
338106,Escherichia phage NC28
338966,Pelobacter propionicus DSM 2379
339671,Actinobacillus succinogenes 130Z
339860,Methanosphaera stadtmanae DSM 3091
340146,Exiguobacterium mexicanum
340184,Escherichia coli B7A
340188,Salmonella enterica subsp. enterica serovar Cerro
340189,Salmonella enterica subsp. enterica serovar Manhattan
340322,Corynebacterium glutamicum R
342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
342616,Streptococcus agalactiae COH1
343509,Sodalis glossinidius str. 'morsitans'
343516,Escherichia phage phiV10
344022,Vectrevirus K1E
344609,Shigella boydii CDC 3083-94
345219,Heyndrickxia coagulans 36D1
347253,Streptococcus salivarius JIM8777
347324,Pseudomonas phage F10
348058,Salmonella phage epsilon34
349106,Psychrobacter sp. PRwf-1
349519,Leuconostoc citreum KM20
349741,Akkermansia muciniphila ATCC BAA-835
350054,Mycolicibacterium gilvum PYR-GCK
351627,Caldicellulosiruptor saccharolyticus DSM 8903
351745,Shewanella sp. W3-18-1
351746,Pseudomonas putida F1
352858,Bacillus sp. Y1
353496,Lactobacillus delbrueckii subsp. bulgaricus 2038
354242,Campylobacter jejuni subsp. jejuni 81-176
357276,Phocaeicola dorei
357809,Lachnoclostridium phytofermentans ISDg
358220,Acidovorax sp. KKS102
359786,Staphylococcus aureus subsp. aureus JH9
359787,Staphylococcus aureus subsp. aureus JH1
360102,Yersinia pestis Antiqua
360104,Campylobacter concisus 13826
360105,Campylobacter curvus 525.92
360107,Campylobacter hominis ATCC BAA-381
361100,Bacillus cereus Q1
361101,Streptococcus pseudoporcinus
362663,Escherichia coli 536
362948,Ligilactobacillus salivarius UCC118
363253,Lawsonia intracellularis PHE/MN1-00
363555,Lactobacillus phage KC5a
363952,Comamonas thiooxydans
364106,Escherichia coli UTI89
365659,Streptococcus mitis B6
367477,Microbacterium sp. XT11
367737,Aliarcobacter butzleri RM4018
367928,Bifidobacterium adolescentis ATCC 15703
370552,Streptococcus pyogenes MGAS10270
370554,Streptococcus pyogenes MGAS10750
371142,Sphingobacterium daejeonense
371601,Bacteroides xylanisolvens
373153,Streptococcus pneumoniae D39
373384,Shigella flexneri 5 str. 8401
374606,Aminobacter sp. MSH1
374833,Neisseria meningitidis 053442
374923,Shigella flexneri 1a
374930,Haemophilus influenzae PittEE
375175,Loigolactobacillus backii
376489,Halotalea alkalilenta
376686,Flavobacterium johnsoniae UW101
376725,Escherichia coli O103:H2
378753,Kocuria rhizophila DC2201
379329,Stx2-converting phage 86
379731,Stutzerimonas stutzeri A1501
380021,Pseudomonas protegens
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966
381754,Pseudomonas aeruginosa PA7
382245,Aeromonas salmonicida subsp. salmonicida A449
386415,Clostridium novyi NT
386585,Escherichia coli O157:H7 str. Sakai
386891,Moraxella bovoculi
387344,Levilactobacillus brevis ATCC 367
387909,Staphylococcus phage phiNM3
388919,Streptococcus sanguinis SK36
388950,Pontibacter akesuensis
389469,Casadabanvirus DMS3
390235,Pseudomonas putida W619
390333,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
391008,Stenotrophomonas maltophilia R551-3
391290,Geobacillus sp. E263
391774,Nitratidesulfovibrio vulgaris DP4
391904,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
392416,Companilactobacillus crustorum
392499,Rhizorhabdus wittichii RW1
393305,Yersinia enterocolitica subsp. enterocolitica 8081
393921,Porphyromonas crevioricanis
394221,Maricaulis maris MCS10
394503,Ruminiclostridium cellulolyticum H10
394958,Clostridium taeniosporum
395495,Leptothrix cholodnii SP-6
395960,Rhodopseudomonas palustris TIE-1
396359,Clostridium phage phiSM101
396513,Staphylococcus carnosus subsp. carnosus TM300
396588,Thioalkalivibrio sulfidiphilus HL-EbGr7
397353,Casadabanvirus MP22
398511,Alkalihalophilus pseudofirmus OF4
398578,Delftia acidovorans SPH-1
398839,Rockefellervirus CNPH82
399497,Tessaracoccus flavescens
399599,Shewanella baltica OS195
399726,Thermoanaerobacter sp. X514
399739,Pseudomonas mendocina ymp
399741,Serratia proteamaculans 568
399742,Enterobacter sp. 638
399804,Shewanella putrefaciens 200
400065,Streptococcus merionis
400092,Pontibacter korlensis
400667,Acinetobacter baumannii ATCC 17978
400668,Marinomonas sp. MWYL1
401472,Corynebacterium ureicelerivorans
401473,Bifidobacterium dentium Bd1
402626,Ralstonia pickettii 12J
402881,Parvibaculum lavamentivorans DS-1
402882,Shewanella baltica OS185
405535,Bacillus cereus AH820
405566,Lactobacillus helveticus DPC 4571
405955,Escherichia coli APEC O1
407035,Salinicoccus halodurans
409438,Escherichia coli SE11
411468,[Clostridium] scindens ATCC 35704
411470,Mediterraneibacter gnavus ATCC 29149
412690,Microterricola viridarii
413503,Cronobacter malonaticus
413882,Caldimonas brevitalea
413997,Escherichia coli B str. REL606
414778,Planococcus donghaensis
414970,Enterobacteria phage cdtI
416870,Lactococcus cremoris subsp. cremoris MG1363
417367,Paenisporosarcina antarctica
417368,Enterococcus thailandicus
418223,Methylobacterium phyllosphaerae
419257,Yersinia massiliensis
419475,Brucella pseudogrignonensis
419610,Methylorubrum extorquens PA1
420247,Methanobrevibacter smithii ATCC 35061
420662,Methylibium petroleiphilum PM1
420889,Lactococcus garvieae ATCC 49156
420890,Lactococcus garvieae Lg2
421000,Sulfitobacter donghicola
421525,Kaistella haifensis
421767,Peribacillus butanolivorans
423211,Streptococcus suis GZ1
423368,Salmonella enterica subsp. enterica serovar Newport str. SL254
423476,Streptococcus phage phi3396
424182,Rhizobium sp. IRBG74
424720,Shigella flexneri Y
424944,Salmonella phage SETP3
426355,Methylobacterium radiotolerans JCM 2831
427140,Leuconostoc mesenteroides KFRI-MG
428406,Ralstonia pickettii 12D
430796,Staphylococcus phage phi2958PVL
431943,Clostridium kluyveri DSM 555
431946,Escherichia coli SE15
431947,Porphyromonas gingivalis ATCC 33277
432198,Escherichia phage HK106
432200,Escherichia phage HK542
432201,Escherichia phage HK544
435590,Phocaeicola vulgatus ATCC 8482
435591,Parabacteroides distasonis ATCC 8503
436113,Mycoplasma mycoides subsp. capri str. GM12
436515,Variovorax boronicumulans
438780,Lactobacillus phage phiPYB5
439184,Escherichia coli RS218
439334,Mycobacterium avium subsp. hominissuis
439375,Brucella anthropi ATCC 49188
439843,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633
439851,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
439855,Escherichia coli SMS-3-5
440085,Methylorubrum extorquens CM4
440524,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-"
441620,Methylorubrum populi BJ001
442493,Enterococcus phage EF24C
442563,Bifidobacterium animalis subsp. lactis AD011
442694,Xanthomonas perforans
443143,Geobacter sp. M18
443254,Marinitoga piezophila KA3
443906,Clavibacter michiganensis subsp. michiganensis NCPPB 382
444450,Escherichia coli O157:H7 str. EC4115
445516,Staphylococcus phage tp310-2
445517,Staphylococcus phage tp310-3
445710,Dyella thiooxydans
446465,Brachybacterium faecium DSM 4810
446469,Sanguibacter keddieii DSM 10542
446692,Acetobacter senegalensis
448384,Escherichia phage Phi1
450367,Peribacillus frigoritolerans
452662,Sphingobium indicum UT26S
452863,Pseudarthrobacter chlorophenolicus A6
454166,Salmonella enterica subsp. enterica serovar Agona str. SL483
454169,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476
456163,Thermus parvatiensis
456327,Xanthomonas euvesicatoria
457405,Fusobacterium animalis 7_1
458233,Macrococcoides caseolyticum JCSC5402
459845,Brussowvirus bv858
463040,Bordetella genomosp. 13
465515,Micrococcus luteus NCTC 2665
465817,Erwinia tasmaniensis Et1/99
467705,Streptococcus gordonii str. Challis substr. CH1
468911,Liquorilactobacillus hordei
469378,Cryptobacterium curtum DSM 15641
469602,Fusobacterium vincentii 3_1_27
469604,Fusobacterium vincentii 3_1_36A2
469607,Fusobacterium animalis 4_8
469615,Fusobacterium gonidiaformans ATCC 25563
469616,Fusobacterium mortiferum ATCC 9817
469617,Fusobacterium ulcerans ATCC 49185
469618,Fusobacterium varium ATCC 27725
470934,Pantoea vagans
471223,Geobacillus sp. WCH70
471855,Slackia heliotrinireducens DSM 20476
471876,Streptococcus pyogenes NZ131
473423,Xanthomonas citri pv. phaseoli var. fuscans
474186,Enterococcus faecalis OG1RF
476213,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594
477641,Modestobacter marinus
478547,Campylobacter jejuni subsp. jejuni CG8421
478801,Kytococcus sedentarius DSM 20547
479431,Nakamurella multipartita DSM 44233
479436,Veillonella parvula DSM 2008
479437,Eggerthella lenta DSM 2243
481146,Acetobacter ascendens
481805,Escherichia coli ATCC 8739
482822,Escherichia phage DE3
482957,Burkholderia lata
483547,Geoalkalibacter subterraneus
483687,Salmonella enterica subsp. enterica serovar Concord
484020,Bifidobacterium bifidum BGN4
484770,Pelosinus sp. UFO1
485915,Desulfohalobium retbaense DSM 5692
485916,Desulfofarcimen acetoxidans DSM 771
486410,Streptococcus dysgalactiae subsp. equisimilis GGS_124
487213,Streptococcus pneumoniae Taiwan19F-14
487214,Streptococcus pneumoniae Hungary19A-6
487215,Streptococcus pyogenes Alab49
488142,Serratia sp. SCBI
488221,Streptococcus pneumoniae 70585
488222,Streptococcus pneumoniae JJA
488223,Streptococcus pneumoniae P1031
488447,Burkholderia contaminans
488538,Candidatus Puniceispirillum marinum IMCC1322
489653,Neisseria lactamica 020-06
491077,Limosilactobacillus reuteri SD2112
491915,Anoxybacillus flavithermus WK1
492670,Bacillus velezensis
494269,Skunavirus bibb29
496014,Baekduia soli
496874,Lactobacillus phage Lrm1
497725,Kosakonia oryzae
498213,Clostridium botulinum B1 str. Okra
498217,Edwardsiella tarda EIB202
498388,Escherichia coli C
498761,Heliomicrobium modesticaldum Ice1
498848,Thermus aquaticus Y51MC23
500634,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
502558,Eggerthella sp. YY7918
504474,Corynebacterium urealyticum DSM 7109
504728,Meiothermus ruber DSM 1279
505291,Casadabanvirus MP29
505292,Casadabanvirus MP38
508419,Cequinquevirus c5
508767,Clostridium botulinum E3 str. Alaska E43
511145,Escherichia coli str. K-12 substr. MG1655
511435,Candidatus Azobacteroides pseudotrichonymphae
511437,Lentilactobacillus buchneri NRRL B-30929
511691,Streptococcus mutans NN2025
511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
512566,Streptococcus pneumoniae G54
515393,Pseudomonas yamanorum
515619,Agathobacter rectalis ATCC 33656
515620,[Eubacterium] eligens ATCC 27750
515622,Butyrivibrio proteoclasticus B316
516950,Streptococcus pneumoniae CGSP14
518634,Bifidobacterium breve DSM 20213 = JCM 1192
518635,Bifidobacterium angulatum DSM 20098 = JCM 7096
519441,Streptobacillus moniliformis DSM 12112
519472,Vagococcus teuberi
521095,Lancefieldella parvula DSM 20469
521097,Capnocytophaga ochracea DSM 7271
521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
522373,Stenotrophomonas maltophilia K279a
522484,Campylobacter avium LMG 24591
523794,Leptotrichia buccalis C-1013-b
523796,Staphylococcus aureus subsp. aureus ST398
525146,Desulfovibrio desulfuricans ATCC 27774
525283,Fusobacterium nucleatum subsp. nucleatum ATCC 23726
525284,Gardnerella vaginalis ATCC 14019
525326,Lactobacillus paragasseri JV-V03
525381,Streptococcus pneumoniae TCH8431/19A
525897,Desulfomicrobium baculatum DSM 4028
525919,Anaerococcus prevotii DSM 20548
526224,Brachyspira murdochii DSM 12563
526226,Gordonia bronchialis DSM 43247
526227,Allomeiothermus silvanus DSM 9946
526944,Tetragenococcus osmophilus
527001,Salmonella enterica subsp. enterica serovar Typhi str. Ty21a
529507,Proteus mirabilis HI4320
535289,[Acidovorax] ebreus TPSY
536227,Clostridium carboxidivorans P7
536231,Roseburia intestinalis L1-82
536441,Chryseobacterium taklimakanense
537007,Blautia hansenii DSM 20583
537457,Actinobacillus pleuropneumoniae serovar 7 str. AP76
537874,Streptococcus phage PH15
537973,Lacticaseibacillus paracasei subsp. paracasei 8700:2
538966,Dyadobacter sp. 32
543728,Variovorax paradoxus S110
543734,Lacticaseibacillus casei BL23
544404,Escherichia coli O157:H7 str. TW14359
544580,Actinomyces oris
545694,Treponema primitia ZAS-2
546263,Neisseria elongata subsp. glycolytica ATCC 29315
546269,Filifactor alocis ATCC 35896
546271,Selenomonas sputigena ATCC 35185
546367,Hafnia paralvei
547043,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
548476,Corynebacterium aurimucosum ATCC 700975
548479,Mobiluncus curtisii ATCC 43063
549298,Francisella halioticida
552811,Dehalogenimonas lykanthroporepellens BL-DC-9
553174,Prevotella melaninogenica ATCC 25845
553190,Gardnerella vaginalis 409-05
553199,Cutibacterium acnes SK137
553814,Acidovorax carolinensis
553973,[Clostridium] hylemonae DSM 15053
554290,Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601
554406,Leptotrichia hongkongensis
555778,Halothiobacillus neapolitanus c2
556269,Oxalobacter formigenes OXCC13
556288,Brachybacterium saurashtrense
556325,Neomicrococcus aestuarii
556499,Propionibacterium acidifaciens
557433,Limosilactobacillus reuteri subsp. reuteri JCM 1112
557436,Limosilactobacillus reuteri subsp. reuteri
557599,Mycobacterium kansasii ATCC 12478
557722,Pseudomonas aeruginosa LESB58
557723,Glaesserella parasuis SH0165
558173,Corynebacterium doosanense CAU 212 = DSM 45436
561231,Pectobacterium parmentieri WPP163
561276,Streptococcus pneumoniae ATCC 700669
561879,Bacillus safensis
563041,Helicobacter pylori G27
563769,Stx2-converting phage 1717
564064,Spirosoma rigui
564886,Enterobacteria phage YYZ-2008
565034,Brachyspira hyodysenteriae WA1
565040,Bifidobacterium longum subsp. infantis 157F
565042,Bifidobacterium longum subsp. longum JCM 1217
565651,Enterococcus faecalis ARO1/DG
565655,Enterococcus casseliflavus EC20
566546,Escherichia coli W
566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
567106,Campylobacter jejuni subsp. jejuni IA3902
568704,Lacticaseibacillus rhamnosus Lc 705
568768,Dickeya poaceiphila
568814,Streptococcus suis BM407
568816,Acidaminococcus intestini RyC-MR95
569579,Escherichia coli NU14
572545,Acetivibrio thermocellus DSM 2360
573059,Nitratidesulfovibrio vulgaris RCH1
573061,Clostridium cellulovorans 743B
573062,Thermoanaerobacter sp. X513
573066,Pseudomonas amygdali pv. tabaci str. ATCC 11528
573235,Escherichia coli O26:H11 str. 11368
573236,Bifidobacterium animalis subsp. lactis V9
573370,Solidesulfovibrio magneticus RS-1
574093,Streptococcus pneumoniae AP200
574521,Escherichia coli O127:H6 str. E2348/69
575610,Triavirus IPLA35
575614,Prevotella sp. oral taxon 299 str. F0039
575788,Vibrio atlanticus LGP32
576789,Escherichia phage JSE
576791,Escherichia phage wV8
577675,Escherichia coli O91:H21
580165,Bacillus cytotoxicus
580327,Thermoanaerobacterium thermosaccharolyticum DSM 571
580340,Thermovirga lienii DSM 17291
581103,Geobacillus sp. Y4.1MC1
582744,Methylovorus glucosotrophus SIP3-4
583346,Clostridium kluyveri NBRC 12016
583355,Coraliomargarita akajimensis DSM 45221
585034,Escherichia coli IAI1
585035,Escherichia coli S88
585054,Escherichia fergusonii ATCC 35469
585055,Escherichia coli 55989
585057,Escherichia coli IAI39
585394,Roseburia hominis A2-183
585395,Escherichia coli O103:H2 str. 12009
585396,Escherichia coli O111:H- str. 11128
585528,Gardnerella vaginalis ATCC 14018 = JCM 11026
587851,Pseudomonas chlororaphis subsp. aureofaciens
588932,Brevundimonas naejangsanensis
590739,Salmonella phage g341c
591001,Acidaminococcus fermentans DSM 20731
591020,Shigella flexneri 2002017
591365,Streptococcus intermedius JTH08
591946,Escherichia coli LF82
592022,Priestia megaterium DSM 319
592205,Helicobacter pylori B38
593588,Vibrio cholerae MJ-1236
593905,Salmonella enterica subsp. enterica serovar Corvallis
595495,Escherichia coli KO11FL
595537,Variovorax paradoxus EPS
596153,Alicycliphilus denitrificans BC
596154,Alicycliphilus denitrificans K601
604162,Neisseria meningitidis 8013
610130,[Clostridium] saccharolyticum WM1
617121,Streptococcus dysgalactiae subsp. equisimilis RE378
617123,Lachnoanaerobaculum umeaense
621456,Sphingomonas melonis TY
622759,Zymomonas mobilis subsp. mobilis NCIMB 11163
626937,Christensenella minuta
626939,Phascolarctobacterium succinatutens YIT 12067
627087,Enterococcus phage EFAP-1
630588,Neisseria meningitidis alpha710
630626,Shimwellia blattae DSM 4481 = NBRC 105725
631220,Desulfovibrio sp. G11
633135,Moineauvirus Abc2
633147,Olsenella uli DSM 7084
633699,Lactobacillus johnsonii FI9785
633807,Vagococcus penaei
634176,Aggregatibacter aphrophilus NJ8700
634500,Erwinia billingiae Eb661
635013,Thermincola potens JR
637887,Acetivibrio thermocellus DSM 1313
637909,Streptococcus gallolyticus UCN34
637910,Citrobacter rodentium ICC168
639200,Sphaerotilus sulfidivorans
640081,Azospira oryzae PS
640131,Klebsiella variicola At-22
641147,Simonsiella muelleri ATCC 29453
642492,Cellulosilyticum lentocellum DSM 5427
643214,Mammaliicoccus stepanovicii
643562,Pseudodesulfovibrio aespoeensis Aspo-2
643648,Syntrophothermus lipocalidus DSM 12680
643867,Marivirga tractuosa DSM 4126
644007,Streptococcus phage PH10
644042,Lactiplantibacillus plantarum JDM1
644282,Desulfarculus baarsii DSM 2075
644801,Stutzerimonas stutzeri RCH2
645127,Corynebacterium kroppenstedtii DSM 44385
645462,Clostridioides difficile CD196
645464,Campylobacter jejuni subsp. jejuni M1
645517,Paraurantiacibacter namhicola
645991,Syntrophobotulus glycolicus DSM 8271
646413,Streptococcus phage 5093
646529,Desulfosporosinus acidiphilus SJ4
648757,Rhodomicrobium vannielii ATCC 17100
648995,Agrobacterium pusense
649196,Sphingobacterium hotanense
649743,Actinomyces sp. oral taxon 848 str. F0332
649754,Corynebacterium ammoniagenes DSM 20306
649756,Anaerostipes hadrus
651561,Chryseobacterium arthrosphaerae
652103,Rhodopseudomonas palustris DX-1
655307,Neisseria sp. KEM232
655813,Streptococcus oralis ATCC 35037
655817,Escherichia coli ABU 83972
656178,Pandoraea vervacti
656366,Arthrobacter alpinus
656519,Halanaerobium hydrogeniformans
658643,Pseudomonas sp. R4-35-07
660596,Pantoea stewartii subsp. stewartii DC283
662598,Neisseria meningitidis alpha14
662755,Corynebacterium resistens DSM 45100
663241,Enterococcus phage phiEf11
663278,Ethanoligenens harbinense YUAN-3
663954,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
663959,Pseudomonas syringae pv. avii
664683,Halomonas titanicae
664962,Azospirillum sp. TSH58
665029,Erwinia amylovora CFBP1430
665033,Escherichia phage D108
665883,Skunavirus CB13
665884,Skunavirus CB14
665886,Skunavirus CB19
665887,Lactococcus phage CB20
665913,Mixta calida
667015,Phocaeicola salanitronis DSM 18170
668618,Staphylococcus phage P954
672190,Streptococcus suis 05HAS68
673372,Vibrio casei
673832,Enterococcus phage phiFL1A
673835,Enterococcus phage phiFL2A
673837,Enterococcus phage phiFL3A
673839,Enterococcus phage phiFL4A
676210,Pseudomonas sp. ATCC 43928
679935,Alistipes finegoldii DSM 17242
680646,Rothia mucilaginosa DY-18
682370,Brussowvirus ALQ132
682634,Serratia plymuthica 4Rx13
684738,Lactococcus lactis subsp. lactis KF147
684950,Helicobacter pylori 52
685038,Escherichia coli O83:H1 str. NRG 857C
686597,Martelella sp. AD-3
692420,Bacillus amyloliquefaciens DSM 7 = ATCC 23350
693444,Enterobacteriaceae bacterium strain FGI 57
693746,Oscillibacter valericigenes Sjm18-20
693973,Shewanella baltica OS678
693979,Bacteroides helcogenes P 36-108
693986,Methylobacterium oryzae CBMB20
694060,Staphylococcus phage SA1
694427,Paludibacter propionicigenes WB4
694431,Desulfurella acetivorans A63
694569,Aggregatibacter actinomycetemcomitans D7S-1
695562,Lactobacillus amylovorus GRL1118
696216,Streptococcus constellatus subsp. pharyngis C232
696281,Desulforamulus ruminis DSM 2154
696406,Escherichia coli UMNK88
696485,Vibrio owensii
697283,Streptococcus pneumoniae gamPNI0373
697329,Ruminococcus albus 7 = DSM 20455
698486,Escherichia phage K1G
698487,Escherichia phage K1H
698488,Escherichia phage K1ind1
